Date,Ticker,Action,Shares,Price,Total
1992-05-27,FX_05,BUY,5,85.5082324700745,-427.54116235037253
1992-05-28,Stock_01,SELL,5,88.7762299116883,518.7217688462774
1992-05-28,Stock_05,SELL,6,68.35121841914729,479.2534887743903
1992-05-28,FX_01,SELL,5,90.85995015553628,454.2997507776814
1992-05-28,FX_06,SELL,5,95.87156237552352,479.3578118776176
1992-05-29,Stock_08,BUY,5,129.5103950515878,-586.0168737210614
1992-05-29,FX_05,BUY,6,84.92309026029625,-509.5385415617775
1992-06-03,FX_05,SELL,6,85.45270675304585,512.7162405182751
1992-06-09,Stock_01,BUY,5,82.81530632685735,-486.4546590086187
1992-06-16,FX_01,BUY,5,92.301008955525,-461.505044777625
1992-06-19,FX_05,SELL,5,85.00868587464674,425.0434293732337
1992-06-22,Stock_01,SELL,5,85.16354048098589,498.9901727018633
1992-06-25,Stock_05,SELL,7,71.47034466621406,583.1923600502686
1992-06-25,Stock_10,BUY,5,111.10180776939067,-647.5585461503201
1992-06-26,FX_05,BUY,5,85.27299806244487,-426.36499031222434
1992-07-01,Stock_05,BUY,6,69.3755261564784,-490.698512924555
1992-07-01,Idx_04,SELL,5,92.82842150516366,464.1421075258183
1992-07-02,FX_01,SELL,5,92.27067565149696,461.3533782574848
1992-07-02,FX_05,BUY,5,85.72016462901222,-428.6008231450611
1992-07-06,Stock_01,BUY,9,91.26260736153448,-959.1288776539702
1992-07-06,Stock_05,BUY,9,69.41402868570626,-729.5101614072768
1992-07-06,Stock_06,BUY,12,100.59747424924716,-1109.7518077573045
1992-07-06,Stock_08,BUY,11,122.52746017262854,-1239.0352291428892
1992-07-06,Stock_09,BUY,8,102.31481319692476,-805.9151620573421
1992-07-06,Stock_10,SELL,65,112.79126839477372,8561.116804078985
1992-07-06,Stock_11,BUY,10,127.9058365809289,-1279.0583658092892
1992-07-06,Stock_14,BUY,9,128.5376458043033,-1156.8388122387298
1992-07-06,FX_01,SELL,15,91.9300588839593,1378.9508832593897
1992-07-06,FX_05,SELL,38,85.6364025096258,3254.1832953657804
1992-07-06,FX_06,SELL,5,98.46022497570826,492.30112487854126
1992-07-14,Stock_01,SELL,9,91.71949270849994,964.6236694819021
1992-07-14,Stock_02,BUY,78,97.22340956985032,-7528.541872958957
1992-07-14,Stock_05,SELL,8,70.3998256314642,658.1355209709182
1992-07-14,Stock_06,SELL,8,103.38383018641572,757.4638118483708
1992-07-14,Stock_08,SELL,6,124.53695604365797,684.3350449779798
1992-07-14,Stock_09,SELL,11,109.28088918291157,1193.3898102669077
1992-07-14,Stock_11,SELL,8,132.80230468739128,1062.4184374991303
1992-07-14,Stock_14,SELL,7,132.6875486559509,928.8128405916564
1992-07-14,FX_01,BUY,12,91.58393175249893,-1099.0071810299871
1992-07-14,FX_05,SELL,21,85.57486826130454,1797.0722334873954
1992-07-14,FX_06,SELL,52,99.27626281476287,5162.365666367669
1992-07-15,Stock_01,BUY,11,91.83636168821792,-1173.5449432904347
1992-07-15,Stock_02,BUY,9,99.87597018144254,-898.230461855638
1992-07-15,Stock_05,BUY,12,72.4792431295087,-1010.3858769253646
1992-07-15,Stock_06,BUY,8,103.64859566636694,-760.7643800359943
1992-07-15,Stock_08,SELL,61,123.6829588671908,6922.077578619631
1992-07-15,Stock_09,BUY,9,111.02244426539043,-998.475821638353
1992-07-15,Stock_11,BUY,8,131.36920361009558,-1050.9536288807647
1992-07-15,Stock_14,BUY,8,129.52052545155993,-1036.1642036124795
1992-07-15,FX_01,BUY,53,91.74803275733812,-4862.64573613892
1992-07-15,FX_05,BUY,27,86.08106441479401,-2324.1887391994383
1992-07-15,FX_06,SELL,14,99.92732432968188,1398.9825406155464
1992-07-16,Stock_01,SELL,10,93.33455492422772,1079.7694030843923
1992-07-16,Stock_02,SELL,12,100.05280556326184,1202.4501877246703
1992-07-16,Stock_03,BUY,65,115.54376042368357,-7521.707342380714
1992-07-16,Stock_05,SELL,17,71.86312830075532,1413.3300604533174
1992-07-16,Stock_06,SELL,10,103.56709654199838,953.2897479374084
1992-07-16,Stock_09,SELL,11,112.32861247651182,1237.4841834662836
1992-07-16,Stock_11,SELL,7,131.9663406547635,923.7643845833446
1992-07-16,Stock_14,SELL,6,129.52052545155993,777.1231527093596
1992-07-16,FX_01,BUY,8,92.04561871161772,-736.3649496929418
1992-07-16,FX_05,SELL,27,86.43934034212758,2333.8621892374445
1992-07-16,FX_06,SELL,41,100.1512968539714,4106.203171012828
1992-07-22,Comm_01,BUY,5,177.8178089760494,-889.089044880247
1992-07-22,FX_05,BUY,7,85.80175434282299,-600.612280399761
1992-07-24,Stock_05,SELL,7,80.673688503467,663.195285651805
1992-07-24,Stock_09,SELL,5,125.82545354761672,662.2736389588255
1992-07-27,Stock_02,SELL,5,111.93058075660085,595.3830693205492
1992-07-27,Idx_04,SELL,5,105.7800575979268,528.900287989634
1992-07-28,FX_06,BUY,5,107.0766100440478,-535.3830502202389
1992-07-29,FX_01,SELL,5,90.18754766908648,450.9377383454324
1992-07-29,FX_05,BUY,9,84.62138863426696,-761.5924977084027
1992-07-31,Stock_01,SELL,9,96.98973863648716,1028.0990933610378
1992-07-31,Stock_02,SELL,8,115.66755306829609,979.8533788884828
1992-07-31,Stock_03,SELL,8,124.66952334342034,1056.1116791356233
1992-07-31,Stock_05,SELL,8,79.36442900046856,747.7950063820477
1992-07-31,Stock_06,SELL,5,104.97217689478488,474.40576170797044
1992-07-31,Stock_09,SELL,6,128.87313125892368,818.7912454418073
1992-07-31,Stock_11,SELL,6,139.49019320449324,836.9411592269594
1992-07-31,Stock_14,SELL,6,135.9638097854886,815.7828587129316
1992-07-31,Stock_15,BUY,143,48.56763407371987,-6945.171672541942
1992-07-31,FX_01,BUY,7,90.386953141588,-632.7086719911159
1992-07-31,FX_05,SELL,23,84.90501094351663,1952.8152517008825
1992-07-31,FX_06,BUY,16,105.89112427124732,-1694.2579883399571
1992-08-03,Stock_01,SELL,6,96.85159534076952,684.6185940672132
1992-08-03,Stock_02,SELL,6,118.51470033764282,762.5565359377467
1992-08-03,Stock_03,SELL,5,125.69984207936574,673.9897798253547
1992-08-03,Stock_05,SELL,6,79.74950386681893,563.7283828186609
1992-08-03,Stock_06,SELL,5,106.6623564800584,482.9216501673465
1992-08-03,Stock_09,SELL,6,129.3085181302812,832.0069609234074
1992-08-03,Stock_13,BUY,68,98.228168813063,-6679.515479288283
1992-08-03,Stock_15,SELL,9,47.40613761869844,426.65523856828594
1992-08-03,FX_01,BUY,5,90.5514684100634,-452.75734205031705
1992-08-03,FX_05,SELL,17,84.88077552675499,1442.973183954835
1992-08-03,FX_06,BUY,10,107.23796763400924,-1072.3796763400924
1992-08-05,Stock_11,SELL,5,143.19242432816284,715.9621216408142
1992-08-05,Stock_15,BUY,6,45.64239212561586,-273.85435275369514
1992-08-06,FX_06,BUY,6,109.20155722614264,-655.2093433568558
1992-08-11,Stock_05,BUY,5,77.55456225640025,-450.8523676752924
1992-08-13,Stock_07,SELL,5,323.47008720245844,1881.968842215499
1992-08-14,FX_06,SELL,5,111.3918849941639,556.9594249708196
1992-08-17,Stock_15,BUY,5,45.55635754366272,-227.7817877183136
1992-08-17,Idx_04,SELL,5,115.16322979525272,575.8161489762635
1992-08-18,Stock_01,SELL,7,100.40052393826412,822.1303042682443
1992-08-18,Stock_02,SELL,6,122.07374150974502,824.4931121919611
1992-08-18,Stock_03,SELL,6,137.4750050221165,928.5141369263423
1992-08-18,Stock_05,SELL,9,79.24891315043972,834.3388414020751
1992-08-18,Stock_06,SELL,6,110.71461570110334,588.1725648335987
1992-08-18,Stock_12,BUY,127,47.194697566569246,-6746.996022631017
1992-08-18,Stock_13,SELL,9,103.1026778622282,927.9241007600539
1992-08-18,Stock_15,SELL,12,45.599373093541985,547.1924771225038
1992-08-18,FX_05,SELL,13,85.4856783552572,1111.3138186183437
1992-08-18,FX_06,SELL,25,112.56763084278074,2814.1907710695186
1992-08-20,Stock_11,SELL,6,152.26885174730074,913.6131104838045
1992-08-21,Stock_02,SELL,5,125.09887968729063,722.2014296461041
1992-08-21,Stock_03,SELL,5,137.62223655404983,794.4993291616719
1992-08-21,Stock_06,SELL,5,111.83457220426904,489.34951111944576
1992-08-21,Stock_08,BUY,42,135.6392722541264,-4985.489604568021
1992-08-21,Stock_09,SELL,6,124.95467220785284,865.6426960981629
1992-08-21,Stock_12,SELL,6,46.17242422910702,319.8665651220081
1992-08-21,Stock_13,SELL,8,112.70390543269298,901.6312434615438
1992-08-21,Stock_14,SELL,8,129.73896204999377,1037.9116963999502
1992-08-21,Stock_15,SELL,9,45.12617070511864,406.13553634606774
1992-08-21,FX_01,SELL,42,87.51310108749465,3675.5502456747754
1992-08-21,FX_05,SELL,11,85.52746596973866,940.8021256671252
1992-08-21,FX_06,BUY,15,115.46089484596334,-1731.91342268945
1992-08-25,Stock_12,SELL,7,49.307395797324496,401.7702452118305
1992-08-26,Stock_01,SELL,6,94.28025262085598,665.4231611462891
1992-08-26,Stock_10,BUY,38,135.96092608049943,-6077.481365354125
1992-08-26,Stock_11,SELL,6,151.67173325590434,910.0303995354261
1992-08-26,Stock_12,SELL,8,50.46596091994746,477.46810080897677
1992-08-26,Stock_13,SELL,5,114.25488671888064,571.2744335944033
1992-08-26,Stock_15,SELL,6,45.1691932193871,271.0151593163226
1992-08-26,FX_01,BUY,6,87.1738651987443,-523.0431911924658
1992-08-26,FX_05,BUY,37,85.01079444705026,-3145.3993945408597
1992-08-26,FX_06,BUY,12,118.26488887390086,-1419.1786664868102
1992-08-27,Stock_03,SELL,5,146.15916142576646,858.0463851696812
1992-08-27,Comm_01,SELL,54,188.47654693042057,10177.73353424271
1992-08-28,Stock_05,SELL,5,69.24459277006777,406.8799710982083
1992-08-28,Stock_12,SELL,5,46.5131961663872,271.0781094457058
1992-08-31,Stock_12,BUY,10,47.05841144465894,-554.1266534137804
1992-09-02,Stock_12,BUY,5,45.59316148917209,-270.132861905354
1992-09-03,FX_06,BUY,5,117.59613575834769,-587.9806787917385
1992-09-08,Stock_12,SELL,5,45.35462821213902,267.30083013022164
1992-09-14,FX_01,BUY,5,88.94451346281198,-444.7225673140599
1992-09-15,Stock_05,SELL,6,73.71149757405148,528.6649241818583
1992-09-15,Stock_12,BUY,5,45.59316148917209,-261.6890392779845
1992-09-17,Stock_05,BUY,5,68.79790972578019,-414.8140658532528
1992-09-17,Stock_12,SELL,8,49.00071945933628,455.4768092443653
1992-09-18,Stock_15,BUY,5,42.08908066650041,-210.44540333250205
1992-09-22,Stock_02,SELL,7,126.87841023477606,1039.36124303926
1992-09-22,Stock_04,BUY,87,56.60268129937896,-4354.832647223927
1992-09-22,Stock_05,SELL,6,70.16107690087028,510.81349153336424
1992-09-22,Stock_06,SELL,5,104.66674390976212,462.80061905978766
1992-09-22,Stock_09,SELL,6,126.2608404189742,886.5447780317544
1992-09-22,Stock_10,SELL,5,143.603736546837,871.2656801430559
1992-09-22,Stock_12,SELL,11,49.44369324573569,636.4793800275014
1992-09-22,Stock_13,SELL,6,121.64045406599864,729.8427243959918
1992-09-22,Stock_15,SELL,8,41.90840699974043,335.2672559979234
1992-09-22,FX_01,SELL,38,88.43317404786927,3360.4606138190325
1992-09-22,FX_05,SELL,10,82.41099117048789,824.1099117048789
1992-09-22,FX_06,BUY,7,117.02556589595434,-819.1789612716805
1992-09-25,FX_05,BUY,5,82.48511151183152,-412.4255575591576
1992-09-28,Stock_04,SELL,5,61.59876633421189,269.63688400186624
1992-09-30,Stock_01,BUY,6,93.4833198492474,-676.5474097362841
1992-09-30,Stock_02,BUY,5,135.95383472884728,-809.9866405087573
1992-09-30,Stock_04,BUY,8,63.0388033312029,-447.4930985592684
1992-09-30,Stock_05,BUY,12,75.63688843049397,-1094.7822783932716
1992-09-30,Stock_06,BUY,8,105.11768056708686,-746.1981209127038
1992-09-30,Stock_09,BUY,9,121.47160762518835,-1302.6678006748805
1992-09-30,Stock_10,BUY,5,150.16309875748456,-905.6201654136402
1992-09-30,Stock_12,BUY,14,56.838108737126866,-948.1652706148138
1992-09-30,Stock_13,BUY,5,126.14569056993464,-630.7284528496732
1992-09-30,Stock_14,SELL,44,117.72610052401234,5179.948423056543
1992-09-30,Stock_15,SELL,115,42.14931218647626,4847.17090144477
1992-09-30,FX_01,SELL,21,88.73365984760227,1863.4068567996476
1992-09-30,FX_05,BUY,27,82.9062251992246,-2238.468080379064
1992-09-30,FX_06,SELL,20,119.1561300384403,2383.122600768806
1992-10-01,Stock_12,SELL,11,52.98756282243716,684.0099415002056
1992-10-02,Stock_12,BUY,6,56.59957262846858,-401.67953577444206
1992-10-05,Stock_01,BUY,5,89.29686832751266,-538.9409507632386
1992-10-05,Stock_04,SELL,5,66.51807840211174,296.5125402558839
1992-10-05,Stock_12,SELL,7,57.58776452476494,478.0441570269894
1992-10-08,FX_05,SELL,5,82.98718498144972,414.9359249072486
1992-10-09,Stock_03,BUY,5,137.56367612762324,-801.3709449212591
1992-10-13,FX_01,BUY,6,89.7264064858693,-538.3584389152159
1992-10-14,Idx_04,BUY,5,110.84105858142664,-554.2052929071332
1992-10-15,Comm_01,SELL,5,160.619704481794,803.09852240897
1992-10-16,Stock_04,SELL,10,75.37333399065216,678.0752539701774
1992-10-19,Stock_01,BUY,7,83.21907576296374,-702.3753311905233
1992-10-19,Stock_04,BUY,5,76.88376667544456,-341.77102920246796
1992-10-19,Stock_05,BUY,5,70.88503186084294,-427.3393301548454
1992-10-19,Stock_06,BUY,6,99.38692669362187,-530.1650586721018
1992-10-19,Stock_08,SELL,42,122.0753541037068,4558.3521491940755
1992-10-19,Stock_09,BUY,6,116.65003419431702,-856.5496329524614
1992-10-19,Stock_12,BUY,12,57.3364407966064,-842.0315974759718
1992-10-19,Stock_13,BUY,7,114.9934567613106,-804.9541973291741
1992-10-19,FX_01,BUY,38,88.90590146167334,-3378.4242555435867
1992-10-19,FX_05,BUY,14,82.93764095520756,-1161.1269733729057
1992-10-19,FX_06,SELL,10,122.3816805067842,1223.816805067842
1992-10-20,Stock_12,SELL,7,56.40946863759864,488.8352793997098
1992-10-20,FX_06,BUY,6,123.79767622251532,-742.786057335092
1992-10-20,Idx_04,SELL,6,116.8210132263568,700.9260793581408
1992-10-21,Stock_01,BUY,7,88.11743267144847,-745.6540096070886
1992-10-21,Stock_02,BUY,5,136.8460803997324,-846.9554374088204
1992-10-21,Stock_04,BUY,6,73.50751054005465,-388.45977963825874
1992-10-21,Stock_05,BUY,8,74.3199118969593,-718.7413901724129
1992-10-21,Stock_06,SELL,60,100.97995065741696,5336.413802081845
1992-10-21,Stock_10,BUY,7,150.99826438237852,-1277.754671998219
1992-10-21,Stock_11,BUY,6,168.90822345931312,-1013.4493407558787
1992-10-21,Stock_12,BUY,12,56.92445065338053,-845.5480410381124
1992-10-21,FX_01,BUY,44,88.07711774036677,-3875.393180576138
1992-10-21,FX_05,BUY,22,82.72228416302147,-1819.8902515864725
1992-10-21,FX_06,SELL,12,123.78219893983558,1485.386387278027
1992-10-23,Stock_01,SELL,5,86.54484144423101,525.3485980471611
1992-10-23,Stock_04,BUY,7,71.3455164218885,-436.84322557517976
1992-10-23,Idx_04,SELL,5,120.72567000363787,603.6283500181894
1992-10-26,Stock_01,BUY,10,85.70543768411211,-1037.5144541885325
1992-10-26,Stock_03,BUY,5,150.8426240129331,-931.1022204489739
1992-10-26,Stock_04,BUY,8,67.93964585135623,-477.35014639595306
1992-10-26,Stock_05,BUY,6,73.88863399553553,-536.6790801757409
1992-10-26,Stock_07,SELL,20,256.1762696431606,6202.32717449033
1992-10-26,Stock_12,BUY,11,56.92445065338053,-773.027266302685
1992-10-26,Stock_13,BUY,10,117.4439649414818,-1174.439649414818
1992-10-26,FX_01,SELL,6,87.82613973296566,526.956838397794
1992-10-26,FX_05,SELL,40,82.60649992692835,3304.259997077134
1992-10-26,FX_06,SELL,14,123.45346370653722,1728.348491891521
1992-10-27,Stock_04,BUY,5,70.07202553438002,-309.9979001989443
1992-10-27,Stock_09,BUY,7,115.76635306555356,-976.8259525364681
1992-10-27,Comm_01,SELL,5,141.84831510091433,709.2415755045716
1992-10-28,Stock_01,SELL,84,81.38084286665973,8237.401760001792
1992-10-28,Stock_02,BUY,10,139.88706721926064,-1715.4631981672608
1992-10-28,Stock_03,BUY,8,152.78225254177605,-1498.8795563650306
1992-10-28,Stock_04,BUY,8,69.24273362991043,-485.8029745435415
1992-10-28,Stock_05,BUY,12,70.93124315826167,-1025.6698657277036
1992-10-28,Stock_09,BUY,9,118.85931678523886,-1311.836104522152
1992-10-28,Stock_10,BUY,9,144.14991320176017,-1563.312042076011
1992-10-28,Stock_11,BUY,8,160.699142931621,-1285.593143452968
1992-10-28,Stock_12,BUY,19,55.82578573069296,-1300.7453611231251
1992-10-28,Stock_13,BUY,6,117.67346485905712,-706.0407891543427
1992-10-28,FX_01,SELL,6,87.69926985047779,526.1956191028668
1992-10-28,FX_05,SELL,54,82.98722097048633,4481.309932406262
1992-10-28,FX_06,SELL,25,122.6320082526588,3065.8002063164704
1992-10-28,Idx_04,BUY,5,116.41147328580564,-582.0573664290282
1992-11-05,FX_06,SELL,6,120.14358734670176,720.8615240802105
1992-11-06,Stock_05,SELL,5,77.5930730479734,455.6972705561646
1992-11-10,Stock_04,SELL,7,77.77224358995727,485.50351002275744
1992-11-12,Stock_12,SELL,6,60.70109681303979,440.1143452969381
1992-11-13,FX_05,BUY,5,84.80530785114921,-424.02653925574606
1992-11-13,FX_06,SELL,5,123.2762829430642,616.3814147153211
1992-11-16,Stock_04,BUY,9,79.1938066531776,-648.6802611478212
1992-11-16,Stock_09,SELL,11,150.23112501809996,2033.954158403094
1992-11-16,FX_05,BUY,5,84.8755604974276,-424.377802487138
1992-11-16,Idx_04,SELL,9,135.1771657660524,1216.5944918944717
1992-11-17,Stock_04,SELL,5,78.18685445399876,359.278294364576
1992-11-17,FX_06,SELL,5,122.53824394963456,612.6912197481728
1992-11-18,Stock_12,SELL,14,71.48172265205035,1225.7483251968906
1992-11-18,Comm_01,SELL,5,135.96949387513504,679.8474693756752
1992-11-18,FX_01,SELL,5,91.98659600687992,459.93298003439963
1992-11-18,FX_06,SELL,5,122.48369030774408,612.4184515387204
1992-11-19,Stock_04,BUY,6,79.66766393160047,-439.18466238006187
1992-11-20,Stock_05,BUY,5,81.63639219403358,-479.9935571804237
1992-11-20,Stock_13,BUY,6,121.49901797357056,-728.9941078414233
1992-11-20,FX_05,BUY,5,85.03904997556818,-425.19524987784087
1992-11-24,Stock_05,BUY,5,81.25131732768321,-480.7749307866598
1992-11-25,Stock_12,SELL,9,74.12538459133758,827.7599597674179
1992-11-25,FX_05,BUY,5,84.48260018650006,-422.4130009325003
1992-11-27,Stock_12,BUY,5,71.34440015530899,-433.9775396183105
1992-11-27,FX_05,SELL,5,85.03819052394948,425.1909526197474
1992-12-01,Stock_04,SELL,5,82.15542560838102,376.5400531310445
1992-12-02,Stock_02,BUY,6,137.0249977213219,-1011.3641898839671
1992-12-02,Stock_12,BUY,7,70.34874409492876,-605.7743870931631
1992-12-03,FX_06,BUY,5,121.26198061292531,-606.3099030646266
1992-12-04,Stock_04,SELL,5,81.14849972534716,365.8374566446655
1992-12-04,Stock_05,SELL,5,81.13577669061837,479.32441128700816
1992-12-04,FX_05,SELL,7,84.63555660848263,592.4488962593784
1992-12-08,Stock_05,SELL,6,80.86623419898751,564.7898195404254
1992-12-09,Stock_02,BUY,5,130.76403703063588,-782.2796932367764
1992-12-09,Stock_12,BUY,6,67.97974980212604,-488.01654365315403
1992-12-09,Idx_04,BUY,6,133.18918630205005,-799.1351178123002
1992-12-10,Stock_12,SELL,6,69.45608557035501,500.73682436888066
1992-12-10,FX_06,SELL,6,120.15669571570828,720.9401742942497
1992-12-15,Stock_01,BUY,81,95.02639878627696,-8979.236154068989
1992-12-15,Stock_02,SELL,6,123.25093400898422,871.2430499305572
1992-12-15,Stock_04,SELL,14,80.07060797137085,1001.1171639732626
1992-12-15,Stock_05,SELL,8,80.25010284554345,748.9376925243938
1992-12-15,Stock_12,SELL,13,66.02274565254916,1011.1947139186304
1992-12-15,Stock_13,SELL,9,118.05606175712782,1062.5045558141503
1992-12-15,FX_01,BUY,9,89.3066390613654,-803.7597515522887
1992-12-15,FX_05,BUY,49,85.72152652651232,-4200.354799799104
1992-12-15,FX_06,BUY,25,117.81425930438914,-2945.3564826097286
1992-12-17,Stock_09,SELL,5,144.48699635934224,845.7908610086591
1992-12-18,Stock_12,SELL,5,69.18140093411918,409.5839750718208
1992-12-18,FX_06,SELL,5,118.4086964245965,592.0434821229825
1992-12-21,Idx_04,SELL,5,132.32136192616093,661.6068096308047
1992-12-22,FX_06,BUY,8,117.52544831108548,-940.2035864886839
1992-12-23,Stock_01,BUY,5,90.69005650893132,-516.678830312022
1992-12-23,Stock_05,BUY,5,76.09898487999067,-433.55066706628025
1992-12-24,Comm_01,SELL,5,111.6135232656906,558.067616328453
1992-12-24,FX_05,SELL,5,86.83231906862778,434.1615953431389
1992-12-24,FX_06,SELL,7,116.96165639896752,818.7315947927726
1992-12-28,FX_05,BUY,6,86.97356543095711,-521.8413925857426
1992-12-31,Stock_02,SELL,5,137.2727585154076,822.6092155990168
1992-12-31,Stock_12,SELL,5,74.3657159503863,445.63775017707076
1992-12-31,FX_05,BUY,5,86.30168717842889,-431.50843589214446
1993-01-06,FX_06,SELL,5,118.899948940581,594.499744702905
1993-01-07,Stock_03,SELL,5,162.92792820849073,973.7155594987001
1993-01-11,Stock_01,SELL,10,96.13520216035243,1113.1844488100196
1993-01-11,Stock_04,SELL,10,86.83503268377484,799.771769386919
1993-01-11,Stock_05,SELL,10,82.40232813061711,954.166508827229
1993-01-11,Stock_07,BUY,24,302.94799502947546,-8419.067878236228
1993-01-11,Stock_09,SELL,5,153.76595589183808,919.2423304844104
1993-01-11,Stock_10,SELL,5,149.5784897635708,866.0118507035617
1993-01-11,Stock_11,SELL,5,175.7491115302089,878.7455576510445
1993-01-11,Stock_12,SELL,7,75.32705271308207,630.4473647371219
1993-01-11,Stock_13,SELL,5,123.79434152495472,618.9717076247736
1993-01-11,FX_05,BUY,49,86.36053285070572,-4231.66610968458
1993-01-11,FX_06,BUY,18,119.5638299977172,-2152.1489399589095
1993-01-12,Stock_01,SELL,6,96.85977120016646,678.033649933553
1993-01-12,Stock_02,SELL,9,138.3521894983571,1498.7642756074251
1993-01-12,Stock_03,SELL,9,166.95639230024764,1808.632572214415
1993-01-12,Stock_04,SELL,5,85.04705239000597,385.98152741338373
1993-01-12,Stock_05,SELL,8,80.53136960519458,751.6430235997947
1993-01-12,Stock_06,BUY,63,107.30438774152076,-6136.14028899683
1993-01-12,Stock_11,SELL,5,173.5102696996318,867.5513484981591
1993-01-12,Stock_12,SELL,10,75.32705271308207,906.6836038158449
1993-01-12,Stock_13,SELL,6,121.80505390540776,730.8303234324466
1993-01-12,FX_01,SELL,46,90.76893709222568,4175.371106242382
1993-01-12,FX_05,SELL,22,85.71235767693123,1885.671868892487
1993-01-12,FX_06,BUY,17,120.36626565881568,-2046.2265161998666
1993-01-13,FX_05,BUY,5,85.26700399354414,-426.33501996772065
1993-01-14,Stock_09,SELL,5,157.74267671077564,964.4651546520662
1993-01-14,Stock_10,SELL,6,159.34993799009803,1121.3412462736148
1993-01-14,Stock_13,BUY,5,116.14327688254724,-580.7163844127363
1993-01-18,FX_01,SELL,5,89.3857962939449,446.92898146972453
1993-01-19,FX_05,BUY,6,84.41774353329843,-506.5064611997906
1993-01-22,Stock_01,SELL,5,105.86176508496528,621.9304245449749
1993-01-22,Stock_12,BUY,5,70.62338908841149,-427.2574616132186
1993-01-25,FX_05,SELL,5,85.0147614308433,425.07380715421647
1993-01-27,Stock_01,BUY,12,109.23205154285378,-1531.837518443831
1993-01-27,Stock_02,SELL,49,129.7164427917318,7647.220288127087
1993-01-27,Stock_03,BUY,14,155.0202573903126,-2611.132916145714
1993-01-27,Stock_04,BUY,14,91.51349939288652,-1147.867032055234
1993-01-27,Stock_05,BUY,19,82.00425659506602,-1820.8382276176262
1993-01-27,Stock_06,BUY,11,112.21905901170086,-1105.9556003726868
1993-01-27,Stock_09,BUY,11,156.4171284279594,-2070.09122327977
1993-01-27,Stock_10,BUY,9,162.02246104624663,-1704.1157871406062
1993-01-27,Stock_11,BUY,8,180.8487194068148,-1446.7897552545185
1993-01-27,Stock_12,BUY,22,72.23706434313317,-1912.032453160499
1993-01-27,Stock_13,SELL,59,119.0506722976058,7023.989665558742
1993-01-27,FX_01,SELL,22,89.59388815157997,1971.0655393347595
1993-01-27,FX_05,BUY,47,85.5694290505334,-4021.76316537507
1993-01-27,FX_06,BUY,14,120.31298176780302,-1684.3817447492424
1993-01-27,Idx_04,BUY,5,135.7891683016329,-678.9458415081646
1993-02-01,Stock_05,SELL,8,91.9562267554406,851.5383099998212
1993-02-02,FX_05,BUY,6,86.30332143779069,-517.8199286267441
1993-02-03,Stock_12,BUY,8,66.1600794757914,-627.1910528065539
1993-02-08,FX_06,SELL,5,118.97162662389968,594.8581331194985
1993-02-09,Stock_09,SELL,6,178.06806439197857,1282.7361808782534
1993-02-09,FX_01,SELL,5,90.07598581429798,450.37992907148987
1993-02-09,Idx_04,SELL,6,147.5772497768287,885.4634986609722
1993-02-10,Stock_01,SELL,6,109.48455593359309,768.942007987863
1993-02-10,Stock_02,BUY,56,137.09285501182174,-9227.733475419269
1993-02-10,Stock_03,SELL,5,155.0202573903126,931.6454180722371
1993-02-10,Stock_04,SELL,10,91.81149464650665,823.5396178175723
1993-02-10,Stock_05,SELL,11,94.14564911918026,1212.2227079684426
1993-02-10,Stock_06,SELL,5,114.86544192596575,515.1655710887378
1993-02-10,Stock_12,SELL,11,67.56774266914883,893.3554468248908
1993-02-10,FX_01,BUY,12,89.69896645168137,-1076.3875974201765
1993-02-10,FX_05,SELL,21,85.43002317177698,1794.0304866073166
1993-02-10,FX_06,SELL,35,120.19660317380648,4206.881111083227
1993-02-11,Stock_09,SELL,6,176.74247052686903,1263.5910974391504
1993-02-12,Stock_10,SELL,5,159.93454698401175,929.87101292286
1993-02-12,FX_05,SELL,5,85.99824317637889,429.99121588189445
1993-02-16,Stock_04,SELL,9,100.57249018977976,809.700501065769
1993-02-16,FX_06,BUY,5,119.85613505447184,-599.2806752723592
1993-02-19,Comm_01,BUY,5,144.16621387227624,-720.8310693613812
1993-02-22,Stock_01,SELL,7,104.8737439224559,850.7373305879961
1993-02-22,Stock_04,SELL,8,104.35697113803116,749.9092597742207
1993-02-22,Stock_05,SELL,8,92.5135384724956,857.6813312535978
1993-02-22,Stock_06,SELL,9,116.90275592095404,945.0711866922709
1993-02-22,Stock_11,SELL,6,169.03258603847763,1014.1955162308658
1993-02-22,Stock_12,SELL,10,69.93674262520202,842.9107138459983
1993-02-22,Stock_13,BUY,57,121.11644602747144,-6903.637423565872
1993-02-22,FX_01,BUY,13,89.82500780689686,-1167.7251014896592
1993-02-22,FX_05,SELL,23,86.2917590497409,1984.7104581440408
1993-02-22,FX_06,BUY,18,120.52473166547676,-2169.445169978582
1993-02-26,FX_05,SELL,7,86.24156825663127,603.6909777964189
1993-03-02,Stock_05,BUY,5,86.38313437192666,-501.18290840980325
1993-03-02,Stock_12,SELL,5,71.27573324368787,430.6937741559374
1993-03-02,FX_05,BUY,5,86.17925005265103,-430.8962502632551
1993-03-03,Stock_01,BUY,7,109.21011725719715,-880.4606187922983
1993-03-03,Stock_02,SELL,56,136.19329764815518,9126.917711305925
1993-03-03,Stock_05,BUY,9,87.25889340260814,-904.4847163683663
1993-03-03,Stock_06,BUY,6,116.73472757120628,-645.6243961997163
1993-03-03,Stock_12,BUY,9,71.65339276272839,-771.7197957621631
